"","gene","human.homolog","ciona.name"
"16968","KY21:KY21.Chr9.703","CDK14",""
"16969","KY21:KY21.Chr9.704","AK1",""
"16970","KY21:KY21.Chr9.705","MFSD10",""
"16971","KY21:KY21.Chr9.706","TNXB",""
"16972","KY21:KY21.Chr9.707","RARB","Rar"
"16973","KY21:KY21.Chr9.708","SNUPN",""
"16974","KY21:KY21.Chr9.709","FBXL12",""
"16975","KY21:KY21.Chr9.71","SLC6A5",""
"16976","KY21:KY21.Chr9.710","CLCN7",""
"16977","KY21:KY21.Chr9.711","PCK2",""
"16978","KY21:KY21.Chr9.712","ANXA13 / VIM",""
"16979","KY21:KY21.Chr9.713","ROCK2",""
"16980","KY21:KY21.Chr9.714","POLR1A","Ci-ZF018"
"16981","KY21:KY21.Chr9.715","RPL18",""
"16982","KY21:KY21.Chr9.716","RAB3GAP2",""
"16983","KY21:KY21.Chr9.717","SREBF2",""
"16984","KY21:KY21.Chr9.718","BCL2L12",""
"16985","KY21:KY21.Chr9.719","THAP9",""
"16986","KY21:KY21.Chr9.72","SLC22A5",""
"16987","KY21:KY21.Chr9.720","ACSF2",""
"16988","KY21:KY21.Chr9.721","NSF",""
"16989","KY21:KY21.Chr9.722","CTNNAL1",""
"16990","KY21:KY21.Chr9.723","PRIM1",""
"16991","KY21:KY21.Chr9.724","ARMC3",""
"16992","KY21:KY21.Chr9.725","PLAC8",""
"16993","KY21:KY21.Chr9.726","KY21:KY21.Chr9.726",""
"16994","KY21:KY21.Chr9.727","AQP9",""
"16995","KY21:KY21.Chr9.728","NPEPPS",""
"16996","KY21:KY21.Chr9.729","UBE2E1",""
"16997","KY21:KY21.Chr9.73","CD63",""
"16998","KY21:KY21.Chr9.730","FRYL",""
"16999","KY21:KY21.Chr9.731","VWA3A",""
"17000","KY21:KY21.Chr9.732","KLHL24",""
"17001","KY21:KY21.Chr9.733","FUT6",""
"17002","KY21:KY21.Chr9.734","PCDH18",""
"17003","KY21:KY21.Chr9.735","CD40LG",""
"17004","KY21:KY21.Chr9.736","ANK2",""
"17005","KY21:KY21.Chr9.737","TP53RK",""
"17006","KY21:KY21.Chr9.738","HERC1 / APMAP",""
"17007","KY21:KY21.Chr9.739","FZD5","Fzd5/8"
"17008","KY21:KY21.Chr9.74","MAN2A2",""
"17009","KY21:KY21.Chr9.740","GCC2",""
"17010","KY21:KY21.Chr9.741","SULF1",""
"17011","KY21:KY21.Chr9.742","BRWD1",""
"17012","KY21:KY21.Chr9.743","CTDSP1",""
"17013","KY21:KY21.Chr9.744","EPHA7",""
"17014","KY21:KY21.Chr9.745","LAMA5",""
"17015","KY21:KY21.Chr9.746","TNN",""
"17016","KY21:KY21.Chr9.747","VPS72",""
"17017","KY21:KY21.Chr9.748","TNXB",""
"17018","KY21:KY21.Chr9.749","RTL1",""
"17019","KY21:KY21.Chr9.75","SSUH2",""
"17020","KY21:KY21.Chr9.750","DEF8",""
"17021","KY21:KY21.Chr9.751","PEAR1",""
"17022","KY21:KY21.Chr9.752","GLIPR1L2",""
"17023","KY21:KY21.Chr9.753","ANAPC2",""
"17024","KY21:KY21.Chr9.754","ITGA2",""
"17025","KY21:KY21.Chr9.755","SCAI",""
"17026","KY21:KY21.Chr9.756","MFSD9",""
"17027","KY21:KY21.Chr9.757","CSPG5",""
"17028","KY21:KY21.Chr9.758","TMEM218",""
"17029","KY21:KY21.Chr9.759","GABRR2",""
"17030","KY21:KY21.Chr9.76","COL6A6",""
"17031","KY21:KY21.Chr9.760","GORAB",""
"17032","KY21:KY21.Chr9.761","GRIN2A",""
"17033","KY21:KY21.Chr9.762","EARS2",""
"17034","KY21:KY21.Chr9.763","TIMM9",""
"17035","KY21:KY21.Chr9.764","CANX",""
"17036","KY21:KY21.Chr9.765","C18orf63",""
"17037","KY21:KY21.Chr9.766","REV1",""
"17038","KY21:KY21.Chr9.767","REV1",""
"17039","KY21:KY21.Chr9.768","WDR76",""
"17040","KY21:KY21.Chr9.769","ASAH1",""
"17041","KY21:KY21.Chr9.77","C11orf42",""
"17042","KY21:KY21.Chr9.770","EXOC2",""
"17043","KY21:KY21.Chr9.771","SCN2A",""
"17044","KY21:KY21.Chr9.772","KLHL23",""
"17045","KY21:KY21.Chr9.773","PPP4R4",""
"17046","KY21:KY21.Chr9.774","CHST11",""
"17047","KY21:KY21.Chr9.775","SEMA5B",""
"17048","KY21:KY21.Chr9.776","TMPRSS2 / PLG",""
"17049","KY21:KY21.Chr9.777","PRPS1",""
"17050","KY21:KY21.Chr9.778","RNF121",""
"17051","KY21:KY21.Chr9.779","MTREX",""
"17052","KY21:KY21.Chr9.78","RFC3",""
"17053","KY21:KY21.Chr9.780","NPR2",""
"17054","KY21:KY21.Chr9.781","UTP18",""
"17055","KY21:KY21.Chr9.782","HDAC3",""
"17056","KY21:KY21.Chr9.783","DCLK2",""
"17057","KY21:KY21.Chr9.784","RAC1",""
"17058","KY21:KY21.Chr9.785","RAC1",""
"17059","KY21:KY21.Chr9.786","RAC1",""
"17060","KY21:KY21.Chr9.787","RAC1",""
"17061","KY21:KY21.Chr9.788","RAC1",""
"17062","KY21:KY21.Chr9.789","RAC1",""
"17063","KY21:KY21.Chr9.79","UTP14A",""
"17064","KY21:KY21.Chr9.790","ACAD11",""
"17065","KY21:KY21.Chr9.791","TMBIM6",""
"17066","KY21:KY21.Chr9.792","PPP1R9A",""
"17067","KY21:KY21.Chr9.793","PLA2G3",""
"17068","KY21:KY21.Chr9.794","ANKK1",""
"17069","KY21:KY21.Chr9.795","RIPK2",""
"17070","KY21:KY21.Chr9.796","RIPK1",""
"17071","KY21:KY21.Chr9.797","RIPK1",""
"17072","KY21:KY21.Chr9.798","LRP1B",""
"17073","KY21:KY21.Chr9.799","SORL1",""
"17074","KY21:KY21.Chr9.8","LIAS",""
"17075","KY21:KY21.Chr9.80","PDE12",""
"17076","KY21:KY21.Chr9.800","ANXA6",""
"17077","KY21:KY21.Chr9.801","LRP1",""
"17078","KY21:KY21.Chr9.802","VIM",""
"17079","KY21:KY21.Chr9.803","MMP14",""
"17080","KY21:KY21.Chr9.804","EIF1",""
"17081","KY21:KY21.Chr9.805","TSNARE1",""
"17082","KY21:KY21.Chr9.806","ARHGAP27",""
"17083","KY21:KY21.Chr9.807","CHST8",""
"17084","KY21:KY21.Chr9.808","LRPPRC",""
"17085","KY21:KY21.Chr9.809","TNS1",""
"17086","KY21:KY21.Chr9.81","RCAN2",""
"17087","KY21:KY21.Chr9.810","KIAA0232",""
"17088","KY21:KY21.Chr9.811","NOS1AP",""
"17089","KY21:KY21.Chr9.812","SLC26A11",""
"17090","KY21:KY21.Chr9.813","DNAH10",""
"17091","KY21:KY21.Chr9.814","COL24A1",""
"17092","KY21:KY21.Chr9.815","FAM78B",""
"17093","KY21:KY21.Chr9.816","LYPD1",""
"17094","KY21:KY21.Chr9.817","ADGRG4",""
"17095","KY21:KY21.Chr9.818","LCMT2",""
"17096","KY21:KY21.Chr9.819","MYOF",""
"17097","KY21:KY21.Chr9.82","FIS1",""
"17098","KY21:KY21.Chr9.820","ENDOU",""
"17099","KY21:KY21.Chr9.821","ENDOU",""
"17100","KY21:KY21.Chr9.822","WNT6","Wnttun5"
"17101","KY21:KY21.Chr9.823","MAP3K3",""
"17102","KY21:KY21.Chr9.824","SLC17A9",""
"17103","KY21:KY21.Chr9.825","SLC17A9",""
"17104","KY21:KY21.Chr9.826","CACYBP",""
"17105","KY21:KY21.Chr9.827","ELOVL4",""
"17106","KY21:KY21.Chr9.828","SLC37A4",""
"17107","KY21:KY21.Chr9.829","RPL28",""
"17108","KY21:KY21.Chr9.83","ZIC2",""
"17109","KY21:KY21.Chr9.830","COX16",""
"17110","KY21:KY21.Chr9.831","HSD17B7",""
"17111","KY21:KY21.Chr9.832","FBXO9",""
"17112","KY21:KY21.Chr9.833","FBXW2",""
"17113","KY21:KY21.Chr9.834","TSEN15",""
"17114","KY21:KY21.Chr9.835","UPF3A",""
"17115","KY21:KY21.Chr9.836","B4GALT1",""
"17116","KY21:KY21.Chr9.837","RARB",""
"17117","KY21:KY21.Chr9.838","LAMB4",""
"17118","KY21:KY21.Chr9.839","ODAD4",""
"17119","KY21:KY21.Chr9.84","RSL24D1",""
"17120","KY21:KY21.Chr9.840","BRCA1",""
"17121","KY21:KY21.Chr9.841","NT5DC2",""
"17122","KY21:KY21.Chr9.842","NEK7",""
"17123","KY21:KY21.Chr9.843","NOD2",""
"17124","KY21:KY21.Chr9.844","RPL5",""
"17125","KY21:KY21.Chr9.845","CCDC190",""
"17126","KY21:KY21.Chr9.846","TOP2B",""
"17127","KY21:KY21.Chr9.847","UCP2",""
"17128","KY21:KY21.Chr9.848","TRIM65",""
"17129","KY21:KY21.Chr9.849","KCNH5",""
"17130","KY21:KY21.Chr9.85","RGS6",""
"17131","KY21:KY21.Chr9.850","CNPPD1",""
"17132","KY21:KY21.Chr9.851","CTRL",""
"17133","KY21:KY21.Chr9.852","ABL1",""
"17134","KY21:KY21.Chr9.853","POLR2A",""
"17135","KY21:KY21.Chr9.854","ODAD3",""
"17136","KY21:KY21.Chr9.855","PIP5KL1",""
"17137","KY21:KY21.Chr9.856","CLCA4",""
"17138","KY21:KY21.Chr9.857","CLCA1",""
"17139","KY21:KY21.Chr9.858","RRP1B",""
"17140","KY21:KY21.Chr9.859","MTRF1L",""
"17141","KY21:KY21.Chr9.86","SCHIP1",""
"17142","KY21:KY21.Chr9.860","UNC93A",""
"17143","KY21:KY21.Chr9.861","DBX2",""
"17144","KY21:KY21.Chr9.862","PCDH15",""
"17145","KY21:KY21.Chr9.863","XIRP2",""
"17146","KY21:KY21.Chr9.864","AGPS",""
"17147","KY21:KY21.Chr9.865","PLCH1",""
"17148","KY21:KY21.Chr9.866","CLPTM1",""
"17149","KY21:KY21.Chr9.867","SQSTM1",""
"17150","KY21:KY21.Chr9.868","PITPNA",""
"17151","KY21:KY21.Chr9.869","SQSTM1",""
"17152","KY21:KY21.Chr9.87","RDH10",""
"17153","KY21:KY21.Chr9.870","MRC2",""
"17154","KY21:KY21.Chr9.871","MRC2",""
"17155","KY21:KY21.Chr9.872","MRC2",""
"17156","KY21:KY21.Chr9.873","MAP3K1",""
"17157","KY21:KY21.Chr9.874","NMRK1",""
"17158","KY21:KY21.Chr9.875","RXFP2",""
"17159","KY21:KY21.Chr9.876","LRRC73",""
"17160","KY21:KY21.Chr9.877","TNC",""
"17161","KY21:KY21.Chr9.878","DDX21",""
"17162","KY21:KY21.Chr9.879","TNC",""
"17163","KY21:KY21.Chr9.88","GUK1",""
"17164","KY21:KY21.Chr9.880","COL15A1",""
"17165","KY21:KY21.Chr9.881","NLRP5",""
"17166","KY21:KY21.Chr9.882","CCDC141",""
"17167","KY21:KY21.Chr9.883","NOTCH2","Notch"
"17168","KY21:KY21.Chr9.884","TMEM132D",""
"17169","KY21:KY21.Chr9.885","CIRBP",""
"17170","KY21:KY21.Chr9.886","RAP1B",""
"17171","KY21:KY21.Chr9.887","SIRT2",""
"17172","KY21:KY21.Chr9.888","CYP2U1",""
"17173","KY21:KY21.Chr9.889","MEP1B",""
"17174","KY21:KY21.Chr9.89","ZC3H15",""
"17175","KY21:KY21.Chr9.890","MEP1B",""
"17176","KY21:KY21.Chr9.891","MEP1B",""
"17177","KY21:KY21.Chr9.892","HSPA5",""
"17178","KY21:KY21.Chr9.893","DHRS2",""
"17179","KY21:KY21.Chr9.894","FER1L6",""
"17180","KY21:KY21.Chr9.895","UAP1",""
"17181","KY21:KY21.Chr9.896","CLASP2",""
"17182","KY21:KY21.Chr9.897","ZDHHC12","Ci-ZF199"
"17183","KY21:KY21.Chr9.898","MBD2",""
"17184","KY21:KY21.Chr9.899","KIF14",""
"17185","KY21:KY21.Chr9.9","TRAPPC9",""
"17186","KY21:KY21.Chr9.90","SENP7",""
"17187","KY21:KY21.Chr9.900","OGG1",""
"17188","KY21:KY21.Chr9.901","KIF7",""
"17189","KY21:KY21.Chr9.902","KIAA1217",""
"17190","KY21:KY21.Chr9.903","SORD",""
"17191","KY21:KY21.Chr9.904","GPR101",""
"17192","KY21:KY21.Chr9.905","SNU13",""
"17193","KY21:KY21.Chr9.906","FAM117B",""
"17194","KY21:KY21.Chr9.907","TNR",""
"17195","KY21:KY21.Chr9.908","TNR",""
"17196","KY21:KY21.Chr9.909","DR1","Ci-ZF320"
"17197","KY21:KY21.Chr9.91","PTGIR",""
"17198","KY21:KY21.Chr9.910","WDR12",""
"17199","KY21:KY21.Chr9.911","FLVCR2",""
"17200","KY21:KY21.Chr9.912","DHTKD1",""
"17201","KY21:KY21.Chr9.913","MRC1",""
"17202","KY21:KY21.Chr9.914","CYP4F2",""
"17203","KY21:KY21.Chr9.915","CYP4F2",""
"17204","KY21:KY21.Chr9.916","GOLGA1",""
"17205","KY21:KY21.Chr9.917","MEP1B",""
"17206","KY21:KY21.Chr9.918","GAPVD1",""
"17207","KY21:KY21.Chr9.919","PRPF38B",""
"17208","KY21:KY21.Chr9.92","ZFYVE16",""
"17209","KY21:KY21.Chr9.920","RCCD1",""
"17210","KY21:KY21.Chr9.921","TGFBR3",""
"17211","KY21:KY21.Chr9.922","RUSC2",""
"17212","KY21:KY21.Chr9.923","SETDB1",""
"17213","KY21:KY21.Chr9.924","B4GALNT3",""
"17214","KY21:KY21.Chr9.925","URB1",""
"17215","KY21:KY21.Chr9.926","ODAD2",""
"17216","KY21:KY21.Chr9.927","UNC5C",""
"17217","KY21:KY21.Chr9.928","IPMK",""
"17218","KY21:KY21.Chr9.929","KLHL17",""
"17219","KY21:KY21.Chr9.93","ECI1",""
"17220","KY21:KY21.Chr9.930","AQP3",""
"17221","KY21:KY21.Chr9.931","BOLL",""
"17222","KY21:KY21.Chr9.932","BCO1",""
"17223","KY21:KY21.Chr9.933","EBF3",""
"17224","KY21:KY21.Chr9.934","ABRACL",""
"17225","KY21:KY21.Chr9.935","FAM178B",""
"17226","KY21:KY21.Chr9.936","TMEM143",""
"17227","KY21:KY21.Chr9.937","HSPA5",""
"17228","KY21:KY21.Chr9.938","NMRAL1",""
"17229","KY21:KY21.Chr9.939","ODAD3",""
"17230","KY21:KY21.Chr9.94","CMTR1",""
"17231","KY21:KY21.Chr9.940","FREM1",""
"17232","KY21:KY21.Chr9.941","SYT9",""
"17233","KY21:KY21.Chr9.942","ARPC5",""
"17234","KY21:KY21.Chr9.943","SGF29",""
"17235","KY21:KY21.Chr9.944","DNAH6",""
"17236","KY21:KY21.Chr9.945","RPL35",""
"17237","KY21:KY21.Chr9.946","DOLPP1",""
"17238","KY21:KY21.Chr9.947","PAK1IP1",""
"17239","KY21:KY21.Chr9.948","NLRP3",""
"17240","KY21:KY21.Chr9.949","RTL5",""
"17241","KY21:KY21.Chr9.95","RNPC3",""
"17242","KY21:KY21.Chr9.950","SLC7A11",""
"17243","KY21:KY21.Chr9.951","RPL12",""
"17244","KY21:KY21.Chr9.952","TMED5",""
"17245","KY21:KY21.Chr9.953","RALGPS1 / RALGPS2",""
"17246","KY21:KY21.Chr9.954","ANGPTL1",""
"17247","KY21:KY21.Chr9.955","ZNF106",""
"17248","KY21:KY21.Chr9.956","PET117",""
"17249","KY21:KY21.Chr9.957","TERT",""
"17250","KY21:KY21.Chr9.958","ITGA4",""
"17251","KY21:KY21.Chr9.959","ITGA9",""
"17252","KY21:KY21.Chr9.96","CCDC42",""
"17253","KY21:KY21.Chr9.960","ITGAM",""
"17254","KY21:KY21.Chr9.961","ITGAM",""
"17255","KY21:KY21.Chr9.962","ENTPD7",""
"17256","KY21:KY21.Chr9.963","MAP4K3",""
"17257","KY21:KY21.Chr9.964","MRPL12",""
"17258","KY21:KY21.Chr9.965","NUP42","Ci-ZF056"
"17259","KY21:KY21.Chr9.966","NR4A3","Nuclear Receptor-like Zinc finger // Ci-ZF226"
"17260","KY21:KY21.Chr9.967","NPRL2",""
"17261","KY21:KY21.Chr9.968","TMEM237",""
"17262","KY21:KY21.Chr9.969","GJA3",""
"17263","KY21:KY21.Chr9.97","MPND",""
"17264","KY21:KY21.Chr9.970","ANKRD33B",""
"17265","KY21:KY21.Chr9.971","WNT3 / WNT3A","Wnt3"
"17266","KY21:KY21.Chr9.972","GOSR2",""
"17267","KY21:KY21.Chr9.973","UBFD1",""
"17268","KY21:KY21.Chr9.974","LRRC49",""
"17269","KY21:KY21.Chr9.975","CCDC69",""
"17270","KY21:KY21.Chr9.976","GZMK",""
"17271","KY21:KY21.Chr9.977","PCDH18",""
"17272","KY21:KY21.Chr9.978","PCDHA3",""
"17273","KY21:KY21.Chr9.979","XPO4",""
"17274","KY21:KY21.Chr9.98","UBE4A",""
"17275","KY21:KY21.Chr9.980","ACADL",""
"17276","KY21:KY21.Chr9.981","ABCA5",""
"17277","KY21:KY21.Chr9.982","CATSPERZ",""
"17278","KY21:KY21.Chr9.983","PRDX6",""
"17279","KY21:KY21.Chr9.984","SWAP70",""
"17280","KY21:KY21.Chr9.985","PRDX6",""
"17281","KY21:KY21.Chr9.986","PRDX6",""
"17282","KY21:KY21.Chr9.987","RGS5",""
"17283","KY21:KY21.Chr9.988","FUT4",""
"17284","KY21:KY21.Chr9.989","LRRN2",""
"17285","KY21:KY21.Chr9.99","WSCD2",""
"17286","KY21:KY21.Chr9.990","SLIT2",""
"17287","KY21:KY21.Chr9.991","BECN1",""
"17288","KY21:KY21.Chr9.992","SLC26A5",""
"17289","KY21:KY21.Chr9.993","COL18A1",""
"17290","KY21:KY21.Chr9.994","SLC25A18",""
"17291","KY21:KY21.Chr9.995","TRPM6",""
"17292","KY21:KY21.Chr9.996","KMT2C",""
"17293","KY21:KY21.Chr9.997","ZNF616 / ZNF226",""
"17294","KY21:KY21.Chr9.998","SLC7A13",""
"17295","KY21:KY21.Chr9.999","TTLL1",""
"17296","KY21:KY21.UAContig1.1","FBXO24",""
"17297","KY21:KY21.UAContig1.10","TIGD6",""
"17298","KY21:KY21.UAContig1.100","OGT",""
"17299","KY21:KY21.UAContig1.101","CIB1",""
"17300","KY21:KY21.UAContig1.102","IRX1",""
"17301","KY21:KY21.UAContig1.103","POLA1",""
"17302","KY21:KY21.UAContig1.104","SLC22A13",""
"17303","KY21:KY21.UAContig1.105","SSTR2",""
"17304","KY21:KY21.UAContig1.106","GFAP",""
"17305","KY21:KY21.UAContig1.107","PTPRZ1",""
"17306","KY21:KY21.UAContig1.108","ELMO2",""
"17307","KY21:KY21.UAContig1.109","SGCB",""
"17308","KY21:KY21.UAContig1.11","DHX40",""
"17309","KY21:KY21.UAContig1.110","BTN2A2 / FBRSL1",""
"17310","KY21:KY21.UAContig1.111","LCTL",""
"17311","KY21:KY21.UAContig1.112","TRAF3IP1",""
"17312","KY21:KY21.UAContig1.113","TEK",""
"17313","KY21:KY21.UAContig1.114","CDK13",""
"17314","KY21:KY21.UAContig1.115","PDCD6",""
"17315","KY21:KY21.UAContig1.116","PIDD1",""
"17316","KY21:KY21.UAContig1.117","GIN1",""
"17317","KY21:KY21.UAContig1.118","CDC6",""
"17318","KY21:KY21.UAContig1.119","PHF3",""
"17319","KY21:KY21.UAContig1.12","THAP9",""
"17320","KY21:KY21.UAContig1.120","CLEC18B",""
"17321","KY21:KY21.UAContig1.121","ACVR1","Stkr1-r.a"
"17322","KY21:KY21.UAContig1.122","GJA8",""
"17323","KY21:KY21.UAContig1.123","PDE3B",""
"17324","KY21:KY21.UAContig1.124","SIRT4",""
"17325","KY21:KY21.UAContig1.125","PLEC",""
"17326","KY21:KY21.UAContig1.126","GON4L",""
"17327","KY21:KY21.UAContig1.13","SLITRK2",""
"17328","KY21:KY21.UAContig1.14","PGBD2",""
"17329","KY21:KY21.UAContig1.15","CTSW",""
"17330","KY21:KY21.UAContig1.16","STX12",""
"17331","KY21:KY21.UAContig1.17","DLGAP5 / AREL1",""
"17332","KY21:KY21.UAContig1.18","ADPRH",""
"17333","KY21:KY21.UAContig1.19","PNLIP",""
"17334","KY21:KY21.UAContig1.2","NYNRIN",""
"17335","KY21:KY21.UAContig1.20","HARBI1",""
"17336","KY21:KY21.UAContig1.21","THAP2",""
"17337","KY21:KY21.UAContig1.22","STRIP2",""
"17338","KY21:KY21.UAContig1.23","DYNC2H1",""
"17339","KY21:KY21.UAContig1.24","CAMTA1",""
"17340","KY21:KY21.UAContig1.25","ACTRT1",""
"17341","KY21:KY21.UAContig1.26","TTLL6",""
"17342","KY21:KY21.UAContig1.27","PITRM1",""
"17343","KY21:KY21.UAContig1.28","ZNF844",""
"17344","KY21:KY21.UAContig1.29","SIPA1",""
"17345","KY21:KY21.UAContig1.3","ERVK-11",""
"17346","KY21:KY21.UAContig1.30","ZNHIT2",""
"17347","KY21:KY21.UAContig1.31","GMPS",""
"17348","KY21:KY21.UAContig1.32","ZMYM1",""
"17349","KY21:KY21.UAContig1.33","GTPBP1 / THAP12",""
"17350","KY21:KY21.UAContig1.34","FAR1",""
"17351","KY21:KY21.UAContig1.35","RTL1",""
"17352","KY21:KY21.UAContig1.36","TNS2",""
"17353","KY21:KY21.UAContig1.37","NTN4",""
"17354","KY21:KY21.UAContig1.38","RTL1",""
"17355","KY21:KY21.UAContig1.39","VPS16",""
"17356","KY21:KY21.UAContig1.4","RBBP6",""
"17357","KY21:KY21.UAContig1.40","THAP5 / CNOT11 / COPG2",""
"17358","KY21:KY21.UAContig1.41","STK3",""
"17359","KY21:KY21.UAContig1.42","CDH26",""
"17360","KY21:KY21.UAContig1.43","PAPPA2",""
"17361","KY21:KY21.UAContig1.44","ATP7B",""
"17362","KY21:KY21.UAContig1.45","YRDC",""
"17363","KY21:KY21.UAContig1.46","GYG1",""
"17364","KY21:KY21.UAContig1.47","TKFC / C17orf113",""
"17365","KY21:KY21.UAContig1.48","ERVK-11",""
"17366","KY21:KY21.UAContig1.49","NYNRIN",""
"17367","KY21:KY21.UAContig1.5","FLT1",""
"17368","KY21:KY21.UAContig1.50","PLAU",""
"17369","KY21:KY21.UAContig1.51","SPTBN1",""
"17370","KY21:KY21.UAContig1.52","THAP6",""
"17371","KY21:KY21.UAContig1.53","UAP1",""
"17372","KY21:KY21.UAContig1.54","CAMSAP2",""
"17373","KY21:KY21.UAContig1.55","UHRF2",""
"17374","KY21:KY21.UAContig1.56","MED24",""
"17375","KY21:KY21.UAContig1.57","ARHGEF9",""
"17376","KY21:KY21.UAContig1.58","ARHGEF9",""
"17377","KY21:KY21.UAContig1.59","ADGRB2",""
"17378","KY21:KY21.UAContig1.6","NRDE2",""
"17379","KY21:KY21.UAContig1.60","MED24",""
"17380","KY21:KY21.UAContig1.61","ADGRB2",""
"17381","KY21:KY21.UAContig1.62","PCDHGA7",""
"17382","KY21:KY21.UAContig1.63","ZNF74",""
"17383","KY21:KY21.UAContig1.64","PAPPA",""
"17384","KY21:KY21.UAContig1.65","FANCA",""
"17385","KY21:KY21.UAContig1.66","RTL1",""
"17386","KY21:KY21.UAContig1.67","FASN",""
"17387","KY21:KY21.UAContig1.68","TNPO1",""
"17388","KY21:KY21.UAContig1.69","THAP9",""
"17389","KY21:KY21.UAContig1.7","KCNMA1 / CFAP46",""
"17390","KY21:KY21.UAContig1.70","FASN",""
"17391","KY21:KY21.UAContig1.71","LCMT1",""
"17392","KY21:KY21.UAContig1.72","PLK1",""
"17393","KY21:KY21.UAContig1.73","CPM",""
"17394","KY21:KY21.UAContig1.74","STRADA",""
"17395","KY21:KY21.UAContig1.75","STRADA",""
"17396","KY21:KY21.UAContig1.76","STRADA",""
"17397","KY21:KY21.UAContig1.77","STRADA",""
"17398","KY21:KY21.UAContig1.78","YEATS2",""
"17399","KY21:KY21.UAContig1.79","STRADA",""
"17400","KY21:KY21.UAContig1.8","IFT81",""
"17401","KY21:KY21.UAContig1.80","STRADA",""
"17402","KY21:KY21.UAContig1.81","STRADA",""
"17403","KY21:KY21.UAContig1.82","STRADA",""
"17404","KY21:KY21.UAContig1.83","STRADA",""
"17405","KY21:KY21.UAContig1.84","STRADA",""
"17406","KY21:KY21.UAContig1.85","THAP1 / THAP2",""
"17407","KY21:KY21.UAContig1.86","CHAT",""
"17408","KY21:KY21.UAContig1.87","TCF19",""
"17409","KY21:KY21.UAContig1.88","TCF19",""
"17410","KY21:KY21.UAContig1.89","RPS6KL1",""
"17411","KY21:KY21.UAContig1.9","JRKL",""
"17412","KY21:KY21.UAContig1.90","THAP9",""
"17413","KY21:KY21.UAContig1.91","THAP12",""
"17414","KY21:KY21.UAContig1.92","KRTAP22-2",""
"17415","KY21:KY21.UAContig1.93","LOXL1",""
"17416","KY21:KY21.UAContig1.94","GIN1",""
"17417","KY21:KY21.UAContig1.95","THAP12",""
"17418","KY21:KY21.UAContig1.96","MAML3",""
"17419","KY21:KY21.UAContig1.97","CUL9",""
"17420","KY21:KY21.UAContig1.98","SLC26A9",""
"17421","KY21:KY21.UAContig1.99","RTL5",""
"17422","KY21:KY21.UAContig10.1","SLC4A8",""
"17423","KY21:KY21.UAContig10.10","RREB1",""
"17424","KY21:KY21.UAContig10.11","TACC2",""
"17425","KY21:KY21.UAContig10.12","GTF2IRD2",""
"17426","KY21:KY21.UAContig10.13","ZNF621",""
"17427","KY21:KY21.UAContig10.14","ZSCAN29",""
"17428","KY21:KY21.UAContig10.15","ZBED9",""
"17429","KY21:KY21.UAContig10.16","PKHD1",""
"17430","KY21:KY21.UAContig10.17","TSPOAP1",""
"17431","KY21:KY21.UAContig10.18","NXF1",""
"17432","KY21:KY21.UAContig10.19","NEK6",""
"17433","KY21:KY21.UAContig10.2","ATF7IP / FLRT2",""
"17434","KY21:KY21.UAContig10.20","KRT5",""
"17435","KY21:KY21.UAContig10.21","DAXX",""
"17436","KY21:KY21.UAContig10.22","PITPNC1",""
"17437","KY21:KY21.UAContig10.23","ZCCHC7",""
"17438","KY21:KY21.UAContig10.3","PLIN3",""
"17439","KY21:KY21.UAContig10.4","UBR3",""
"17440","KY21:KY21.UAContig10.5","ZBED4",""
"17441","KY21:KY21.UAContig10.6","LRIT3",""
"17442","KY21:KY21.UAContig10.7","TRPC5",""
"17443","KY21:KY21.UAContig10.8","RTL1",""
"17444","KY21:KY21.UAContig10.9","CLDN34",""
"17445","KY21:KY21.UAContig11.1","MFF",""
"17446","KY21:KY21.UAContig11.10","ZCCHC7",""
"17447","KY21:KY21.UAContig11.11","ENTHD1",""
"17448","KY21:KY21.UAContig11.12","PRAG1",""
"17449","KY21:KY21.UAContig11.13","APEX1",""
"17450","KY21:KY21.UAContig11.14","ZCCHC7",""
"17451","KY21:KY21.UAContig11.15","SLU7",""
"17452","KY21:KY21.UAContig11.16","APEX1",""
"17453","KY21:KY21.UAContig11.17","ZCCHC7",""
"17454","KY21:KY21.UAContig11.18","GANAB",""
"17455","KY21:KY21.UAContig11.19","APEX1",""
"17456","KY21:KY21.UAContig11.2","ZCCHC7",""
"17457","KY21:KY21.UAContig11.20","ZCCHC7",""
"17458","KY21:KY21.UAContig11.21","GANAB",""
"17459","KY21:KY21.UAContig11.22","APEX1",""
"17460","KY21:KY21.UAContig11.23","ZCCHC7",""
"17461","KY21:KY21.UAContig11.24","AKAP13",""
"17462","KY21:KY21.UAContig11.3","GANAB",""
"17463","KY21:KY21.UAContig11.4","APEX1",""
"17464","KY21:KY21.UAContig11.5","ZCCHC7",""
"17465","KY21:KY21.UAContig11.6","GANAB",""
"17466","KY21:KY21.UAContig11.7","APEX1",""
"17467","KY21:KY21.UAContig11.8","ZCCHC7",""
"17468","KY21:KY21.UAContig11.9","APEX1",""
"17469","KY21:KY21.UAContig12.1","GANAB",""
"17470","KY21:KY21.UAContig12.10","GANAB",""
"17471","KY21:KY21.UAContig12.11","ZCCHC7",""
"17472","KY21:KY21.UAContig12.12","APEX1",""
"17473","KY21:KY21.UAContig12.13","SLU7",""
